x,y,z,entry_nr
94.771,11.6901,82.2411,437
94.2707,12.5562,82.2411,437
93.7703,13.4222,82.2411,437
95.2713,12.5562,82.2411,437
93.7703,15.1543,82.2411,437
82.7684,13.4222,85.6565,437
83.2687,14.2883,85.6565,437
83.2687,5.62776,85.6565,437
82.7684,6.49381,85.6565,437
81.7678,8.22591,85.6565,437
82.2681,7.35986,85.6565,437
82.7684,4.76171,85.6565,437
82.2681,5.62776,85.6565,437
81.7678,6.49381,85.6565,437
81.7678,3.0296,85.6565,437
82.2681,12.5562,85.6565,437
81.7678,11.6901,85.6565,437
82.7684,9.95801,85.6565,437
83.2687,9.09196,85.6565,437
90.27,9.09196,83.1763,437
89.7697,9.95801,83.1763,437
89.2694,10.8241,83.1763,437
90.7703,11.6901,83.1763,437
89.7697,13.4222,83.1763,437
90.27,12.5562,83.1763,437
89.2694,16.0204,83.1763,437
90.27,14.2883,83.1763,437
90.7703,13.4222,83.1763,437
90.7703,15.1543,83.1763,437
89.2694,7.35986,83.1763,437
84.7684,13.4222,85.9512,437
86.2694,10.8241,85.9512,437
86.2694,16.0204,85.9512,437
85.2687,14.2883,85.9512,437
85.2687,5.62776,85.9512,437
84.7684,6.49381,85.9512,437
86.2694,9.09196,85.9512,437
85.7691,9.95801,85.9512,437
86.2694,7.35986,85.9512,437
85.7691,8.22591,85.9512,437
84.7684,9.95801,85.9512,437
85.2687,9.09196,85.9512,437
87.7697,9.95801,85.1469,437
87.2694,10.8241,85.1469,437
87.2694,16.0204,85.1469,437
86.2687,14.2883,85.1469,437
87.7697,11.6901,85.1469,437
86.2687,5.62776,85.1469,437
87.2694,9.09196,85.1469,437
86.7691,9.95801,85.1469,437
87.2694,7.35986,85.1469,437
86.7691,8.22591,85.1469,437
86.2687,9.09196,85.1469,437
93.2707,10.8241,82.4159,437
92.7703,11.6901,82.4159,437
92.27,12.5562,82.4159,437
93.771,11.6901,82.4159,437
93.2707,12.5562,82.4159,437
92.27,14.2883,82.4159,437
92.7703,13.4222,82.4159,437
92.7703,15.1543,82.4159,437
83.7684,13.4222,86.846,437
84.2687,14.2883,86.846,437
84.2687,5.62776,86.846,437
83.7684,6.49381,86.846,437
83.2681,7.35986,86.846,437
83.2681,12.5562,86.846,437
84.7691,9.95801,86.846,437
84.7691,8.22591,86.846,437
83.7684,9.95801,86.846,437
84.2687,9.09196,86.846,437
81.7684,13.4222,84.3244,437
81.7684,6.49381,84.3244,437
80.7678,8.22591,84.3244,437
81.2681,7.35986,84.3244,437
81.7684,4.76171,84.3244,437
81.2681,5.62776,84.3244,437
80.2675,7.35986,84.3244,437
80.7678,6.49381,84.3244,437
80.7678,3.0296,84.3244,437
80.2675,3.89565,84.3244,437
81.2681,12.5562,84.3244,437
80.7678,11.6901,84.3244,437
81.7684,9.95801,84.3244,437
89.27,9.09196,84.2417,437
88.7697,9.95801,84.2417,437
88.2694,10.8241,84.2417,437
88.7697,13.4222,84.2417,437
89.27,12.5562,84.2417,437
88.2694,16.0204,84.2417,437
89.27,14.2883,84.2417,437
89.27,10.8241,84.2417,437
88.7697,11.6901,84.2417,437
88.2694,9.09196,84.2417,437
87.7691,9.95801,84.2417,437
88.2694,7.35986,84.2417,437
87.7691,8.22591,84.2417,437
92.2707,10.8241,82.4217,437
91.7703,11.6901,82.4217,437
90.7697,13.4222,82.4217,437
91.27,12.5562,82.4217,437
92.2707,12.5562,82.4217,437
91.27,14.2883,82.4217,437
91.7703,13.4222,82.4217,437
91.7703,15.1543,82.4217,437
65.7646,13.4222,83.7225,441
65.2643,14.2883,83.7225,441
65.7646,18.6185,83.7225,441
66.7652,16.8864,83.7225,441
66.2649,17.7525,83.7225,441
65.2643,19.4846,83.7225,441
66.2649,19.4846,83.7225,441
66.7652,18.6185,83.7225,441
65.7646,20.3506,83.7225,441
66.2649,14.2883,83.7225,441
65.7646,15.1543,83.7225,441
65.2643,16.0204,83.7225,441
62.2636,16.0204,83.7112,441
63.7646,13.4222,83.7112,441
63.2643,14.2883,83.7112,441
62.764,15.1543,83.7112,441
63.7646,18.6185,83.7112,441
63.2643,19.4846,83.7112,441
63.7646,20.3506,83.7112,441
62.764,16.8864,83.7112,441
63.7646,15.1543,83.7112,441
63.2643,16.0204,83.7112,441
62.2636,17.7525,83.7112,441
61.2636,16.0204,83.4053,441
62.2643,14.2883,83.4053,441
61.764,15.1543,83.4053,441
60.7633,16.8864,83.4053,441
62.2643,19.4846,83.4053,441
61.764,16.8864,83.4053,441
62.2643,16.0204,83.4053,441
61.2636,17.7525,83.4053,441
59.2636,16.0204,83.3572,441
58.7633,16.8864,83.3572,441
59.2636,17.7525,83.3572,441
60.2636,16.0204,83.5353,441
60.764,15.1543,83.5353,441
59.7633,16.8864,83.5353,441
60.764,16.8864,83.5353,441
60.2636,17.7525,83.5353,441
64.7646,13.4222,83.798,441
64.2643,14.2883,83.798,441
63.764,15.1543,83.798,441
64.7646,18.6185,83.798,441
65.2649,17.7525,83.798,441
64.2643,19.4846,83.798,441
65.2649,19.4846,83.798,441
64.7646,20.3506,83.798,441
63.764,16.8864,83.798,441
65.2649,14.2883,83.798,441
64.7646,15.1543,83.798,441
64.2643,16.0204,83.798,441
66.7646,13.4222,82.789,441
66.7646,18.6185,82.789,441
68.2656,16.0204,82.789,441
67.7652,16.8864,82.789,441
67.2649,17.7525,82.789,441
67.2649,19.4846,82.789,441
68.2656,17.7525,82.789,441
67.7652,18.6185,82.789,441
66.7646,20.3506,82.789,441
67.2649,14.2883,82.789,441
66.7646,15.1543,82.789,441
44.2598,21.2167,86.2986,463
45.2605,19.4846,86.2986,463
45.7608,18.6185,86.2986,463
68.2649,16.0204,97.4999,463
68.7652,15.1543,97.4999,463
69.7659,13.4222,97.4999,463
69.2656,14.2883,97.4999,463
68.7652,18.6185,97.4999,463
69.2656,17.7525,97.4999,463
69.7659,16.8864,97.4999,463
43.2598,21.2167,85.6663,463
44.2605,19.4846,85.6663,463
33.2579,21.2167,81.3619,463
33.7582,18.6185,81.3619,463
32.7576,20.3506,81.3619,463
80.2675,17.7525,102.287,463
81.2681,16.0204,102.287,463
80.7678,16.8864,102.287,463
81.7684,15.1543,102.287,463
80.2675,14.2883,102.287,463
81.7684,11.6901,102.287,463
80.7678,13.4222,102.287,463
41.2598,22.9488,81.4382,463
40.2592,24.6809,81.4382,463
40.2592,17.7525,81.4382,463
39.7589,16.8864,81.4382,463
69.7652,15.1543,98.4746,463
70.7659,13.4222,98.4746,463
70.2656,14.2883,98.4746,463
69.7652,18.6185,98.4746,463
70.2656,17.7525,98.4746,463
70.7659,16.8864,98.4746,463
35.2586,19.4846,81.9513,463
34.2579,21.2167,81.9513,463
34.7582,18.6185,81.9513,463
33.7576,20.3506,81.9513,463
79.2675,17.7525,101.461,463
80.2681,16.0204,101.461,463
79.7678,16.8864,101.461,463
79.2675,14.2883,101.461,463
78.7671,15.1543,101.461,463
79.7678,13.4222,101.461,463
78.7671,16.8864,101.461,463
79.2675,16.0204,101.461,463
31.2573,26.413,80.6059,463
32.2579,24.6809,80.6059,463
32.2579,21.2167,80.6059,463
92.27,12.5562,107.514,463
92.7703,11.6901,107.514,463
93.2707,14.2883,107.514,463
93.771,13.4222,107.514,463
96.771,15.1543,108.86,463
97.7716,13.4222,108.86,463
97.2713,12.5562,108.86,463
96.771,13.4222,108.86,463
35.2586,5.62776,104.884,482
34.7582,6.49381,104.884,482
34.2579,7.35986,104.884,482
34.7582,9.95801,104.884,482
35.2586,9.09196,104.884,482
20.7551,20.3506,94.1335,482
20.2547,21.2167,94.1335,482
27.757,16.8864,99.3526,482
30.2573,17.7525,101.358,482
30.7576,16.8864,101.358,482
42.2598,-1.30065,110.819,482
33.7582,6.49381,103.785,482
41.2592,0.431452,110.819,482
41.2598,-1.30065,109.65,482
40.2592,0.431452,109.65,482
33.2579,7.35986,103.785,482
40.7595,-2.1667,109.65,482
39.7589,-0.434599,109.65,482
33.7582,9.95801,103.785,482
37.2586,5.62776,107.353,482
36.7582,6.49381,107.353,482
38.2592,3.89565,107.353,482
36.7582,1.2975,107.353,482
37.7589,-0.434599,107.353,482
36.2586,5.62776,105.927,482
35.7582,6.49381,105.927,482
35.2579,7.35986,105.927,482
29.2573,17.7525,100.456,482
12.7531,30.7432,88.5403,482
10.7531,30.7432,86.1202,482
10.2528,31.6093,86.1202,482
18.7544,18.6185,93.3267,482
18.7544,22.0827,93.3267,482
19.7551,20.3506,93.3267,482
19.2547,21.2167,93.3267,482
16.7544,22.0827,91.0113,482
16.2541,22.9488,91.0113,482
17.2547,21.2167,91.0113,482
17.7544,22.0827,92.315,482
18.7551,20.3506,92.315,482
17.2541,22.9488,92.315,482
18.2547,21.2167,92.315,482
8.25283,38.5377,82.0904,482
6.75188,37.6716,82.0904,482
7.25219,36.8056,82.0904,482
7.75251,35.9395,82.0904,482
9.25283,38.5377,84.1931,482
9.75315,37.6716,84.1931,482
11.7531,30.7432,87.6731,482
11.2528,31.6093,87.6731,482
54.7621,80.9742,89.8373,508
47.2605,71.4476,99.5243,508
20.7551,41.1358,123.754,508
21.2554,40.2698,123.754,508
21.7551,41.1358,122.754,508
22.2554,40.2698,122.754,508
22.2554,42.0019,122.754,508
22.7557,41.1358,122.754,508
21.7551,42.8679,122.754,508
21.7557,42.8679,123.754,508
23.256,43.734,122.754,508
22.7557,42.8679,122.754,508
23.256,42.0019,122.754,508
23.2554,40.2698,121.567,508
23.2554,42.0019,121.567,508
23.7557,41.1358,121.567,508
24.256,43.734,121.567,508
24.7563,42.8679,121.567,508
23.7557,42.8679,121.567,508
24.256,42.0019,121.567,508
27.2566,47.1982,118.912,508
26.256,43.734,118.912,508
26.7563,42.8679,118.912,508
50.2611,74.9118,95.5004,508
28.2566,47.1982,117.519,508
29.2566,48.9303,115.863,508
29.2566,47.1982,115.863,508
30.2573,50.6624,115.863,508
29.757,51.5284,115.863,508
32.7576,51.5284,113.591,508
32.2573,52.3945,113.591,508
32.2573,50.6624,113.591,508
41.7595,63.6532,104.794,508
41.2592,64.5192,104.794,508
24.7557,41.1358,120.957,508
25.256,43.734,120.957,508
25.7563,42.8679,120.957,508
24.7557,42.8679,120.957,508
26.2566,40.2698,120.957,508
25.256,42.0019,120.957,508
45.2605,71.4476,102.341,508
33.7576,51.5284,111.65,508
31.7576,51.5284,114.342,508
31.2573,52.3945,114.342,508
31.2573,50.6624,114.342,508
30.757,51.5284,114.342,508
42.7595,63.6532,103.821,508
5.25156,21.2167,141.903,508
6.25219,22.9488,141.903,508
6.75251,22.0827,141.903,508
11.2535,29.8772,134.766,508
7.25219,22.9488,139.278,508
7.75251,22.0827,139.278,508
46.2605,71.4476,100.601,508
40.7595,63.6532,106.122,508
40.2592,64.5192,106.122,508
13.2535,29.8772,131.843,508
14.2541,31.6093,131.843,508
9.75315,23.8148,136.214,508
17.2547,36.8056,129.123,508
12.2535,29.8772,133.399,508
14.2535,29.8772,130.775,508
15.2541,31.6093,130.775,508
48.7614,86.1705,82.708,526
47.7608,87.9026,82.708,526
48.2611,87.0365,82.708,526
47.2605,88.7686,82.708,526
48.2611,88.7686,82.708,526
48.7614,87.9026,82.708,526
47.7608,89.6347,82.708,526
87.7691,58.4569,89.6097,526
47.2605,90.5007,82.708,526
89.27,55.8587,89.6097,526
48.7614,84.4384,82.708,526
48.2611,85.3044,82.708,526
88.7697,56.7248,89.6097,526
47.2605,87.0365,82.708,526
47.7608,86.1705,82.708,526
87.7691,61.9211,89.6097,526
88.7697,60.189,89.6097,526
88.2694,61.055,89.6097,526
80.7678,65.3853,88.2455,526
81.2681,64.5192,88.2455,526
88.2694,59.3229,89.6097,526
87.7691,60.189,89.6097,526
89.27,57.5908,89.6097,526
71.7659,70.5816,86.7989,526
72.7665,68.8495,86.7989,526
77.2668,67.9834,87.8418,526
72.2662,69.7155,86.7989,526
71.2656,71.4476,86.7989,526
78.7678,65.3853,87.8418,526
77.7671,67.1174,87.8418,526
71.7659,65.3853,86.7989,526
72.2662,64.5192,86.7989,526
71.2656,66.2513,86.7989,526
77.7671,61.9211,87.8418,526
68.2649,67.9834,85.808,526
69.7659,65.3853,85.808,526
69.2656,66.2513,85.808,526
68.7652,67.1174,85.808,526
85.7691,61.9211,88.7882,526
85.2687,62.7871,88.7882,526
86.2694,61.055,88.7882,526
68.7652,75.7779,85.808,526
68.2649,78.376,85.808,526
85.2687,61.055,88.7882,526
86.2694,59.3229,88.7882,526
84.7684,61.9211,88.7882,526
85.7691,60.189,88.7882,526
66.2649,67.9834,85.2529,526
65.2643,69.7155,85.2529,526
66.7652,67.1174,85.2529,526
65.7646,68.8495,85.2529,526
65.7646,77.51,85.2529,526
66.7652,75.7779,85.2529,526
65.2643,78.376,85.2529,526
66.2649,78.376,85.2529,526
65.7646,79.2421,85.2529,526
65.2643,80.1081,85.2529,526
62.2643,69.7155,84.6274,526
60.7633,72.3137,84.6274,526
55.2624,83.5723,83.6954,526
65.2643,76.6439,85.2529,526
61.2636,71.4476,84.6274,526
56.263,81.8402,83.6954,526
55.7627,82.7063,83.6954,526
54.7621,84.4384,83.6954,526
63.2643,69.7155,84.585,526
62.2636,71.4476,84.585,526
63.7646,68.8495,84.585,526
54.7621,86.1705,83.6954,526
62.764,70.5816,84.585,526
55.7627,84.4384,83.6954,526
56.263,83.5723,83.6954,526
55.2624,85.3044,83.6954,526
61.764,70.5816,84.6274,526
54.7621,82.7063,83.6954,526
62.2636,80.1081,84.585,526
56.263,80.1081,83.6954,526
63.7646,77.51,84.585,526
55.7627,80.9742,83.6954,526
55.2624,81.8402,83.6954,526
63.2643,78.376,84.585,526
62.764,79.2421,84.585,526
62.2636,81.8402,84.585,526
62.764,80.9742,84.585,526
63.7646,79.2421,84.585,526
63.2643,80.1081,84.585,526
63.2643,76.6439,84.585,526
62.764,77.51,84.585,526
62.2636,78.376,84.585,526
53.2617,85.3044,83.4657,526
54.2624,83.5723,83.4657,526
54.7627,82.7063,83.4657,526
53.7621,84.4384,83.4657,526
53.7621,86.1705,83.4657,526
53.2617,87.0365,83.4657,526
54.7627,84.4384,83.4657,526
54.2624,85.3044,83.4657,526
53.7621,82.7063,83.4657,526
60.7633,80.9742,84.6274,526
61.2636,80.1081,84.6274,526
54.7627,80.9742,83.4657,526
54.2624,81.8402,83.4657,526
53.2617,83.5723,83.4657,526
62.2643,78.376,84.6274,526
61.764,79.2421,84.6274,526
81.7678,65.3853,88.6147,526
82.2681,64.5192,88.6147,526
83.2687,62.7871,88.6147,526
61.2636,81.8402,84.6274,526
61.764,80.9742,84.6274,526
83.2687,61.055,88.6147,526
62.2643,80.1081,84.6274,526
60.7633,82.7063,84.6274,526
81.7678,63.6532,88.6147,526
82.7684,61.9211,88.6147,526
51.2617,85.3044,82.8165,526
50.7614,86.1705,82.8165,526
60.7633,79.2421,84.6274,526
62.2643,76.6439,84.6274,526
51.7621,84.4384,82.8165,526
50.2611,87.0365,82.8165,526
51.7621,86.1705,82.8165,526
51.2617,87.0365,82.8165,526
61.764,77.51,84.6274,526
61.2636,78.376,84.6274,526
50.2611,88.7686,82.8165,526
50.7614,87.9026,82.8165,526
50.7614,84.4384,82.8165,526
50.2611,85.3044,82.8165,526
51.7621,82.7063,82.8165,526
51.2617,83.5723,82.8165,526
57.7633,72.3137,83.9201,526
57.263,73.1797,83.9201,526
56.7627,74.0458,83.9201,526
56.2624,74.9118,83.9201,526
58.7633,72.3137,84.0934,526
58.263,73.1797,84.0934,526
59.2636,71.4476,84.0934,526
56.2624,83.5723,83.9201,526
57.7633,80.9742,83.9201,526
57.7627,74.0458,84.0934,526
57.263,81.8402,83.9201,526
56.7627,82.7063,83.9201,526
56.7627,84.4384,83.9201,526
57.7633,82.7063,83.9201,526
57.263,83.5723,83.9201,526
56.2624,85.3044,83.9201,526
57.263,80.1081,83.9201,526
57.7633,79.2421,83.9201,526
56.7627,80.9742,83.9201,526
56.2624,81.8402,83.9201,526
79.7678,65.3853,87.8772,526
80.2681,64.5192,87.8772,526
59.7633,72.3137,84.5015,526
78.7671,67.1174,87.8772,526
58.7633,80.9742,84.0934,526
59.263,73.1797,84.5015,526
59.2636,80.1081,84.0934,526
60.2636,71.4476,84.5015,526
78.7671,61.9211,87.8772,526
60.764,70.5816,84.5015,526
58.263,81.8402,84.0934,526
57.7627,82.7063,84.0934,526
59.7633,80.9742,84.5015,526
52.2617,85.3044,82.8485,526
60.2636,80.1081,84.5015,526
51.7614,86.1705,82.8485,526
60.764,79.2421,84.5015,526
59.263,81.8402,84.5015,526
57.7627,84.4384,84.0934,526
59.2636,81.8402,84.0934,526
53.2624,83.5723,82.8485,526
60.2636,81.8402,84.5015,526
60.764,80.9742,84.5015,526
59.7633,82.7063,84.5015,526
59.263,83.5723,84.5015,526
52.7621,84.4384,82.8485,526
59.263,80.1081,84.5015,526
58.7633,82.7063,84.0934,526
59.7633,79.2421,84.5015,526
58.263,83.5723,84.0934,526
52.7621,86.1705,82.8485,526
60.764,77.51,84.5015,526
60.2636,78.376,84.5015,526
52.2617,87.0365,82.8485,526
53.2624,85.3044,82.8485,526
51.7614,87.9026,82.8485,526
51.7614,84.4384,82.8485,526
52.7621,82.7063,82.8485,526
58.263,80.1081,84.0934,526
53.2624,81.8402,82.8485,526
58.7633,79.2421,84.0934,526
52.2617,83.5723,82.8485,526
59.2636,78.376,84.0934,526
57.7627,80.9742,84.0934,526
50.2617,85.3044,82.6528,526
49.7614,86.1705,82.6528,526
48.7608,87.9026,82.6528,526
49.2611,87.0365,82.6528,526
50.2617,87.0365,82.6528,526
49.2611,88.7686,82.6528,526
49.7614,87.9026,82.6528,526
48.7608,89.6347,82.6528,526
49.7614,84.4384,82.6528,526
49.2611,85.3044,82.6528,526
50.2617,83.5723,82.6528,526
48.7608,86.1705,82.6528,526
75.2668,67.9834,87.4384,526
75.7671,67.1174,87.4384,526
74.7665,68.8495,87.4384,526
74.2662,69.7155,87.4384,526
75.7671,61.9211,87.4384,526
74.2662,64.5192,87.4384,526
65.2649,67.9834,85.1804,526
64.2643,69.7155,85.1804,526
64.7646,68.8495,85.1804,526
63.764,70.5816,85.1804,526
64.7646,77.51,85.1804,526
64.2643,78.376,85.1804,526
63.764,79.2421,85.1804,526
63.764,80.9742,85.1804,526
65.2649,78.376,85.1804,526
64.7646,79.2421,85.1804,526
64.2643,80.1081,85.1804,526
64.2643,76.6439,85.1804,526
63.764,77.51,85.1804,526
76.2668,67.9834,87.3569,526
76.7671,67.1174,87.3569,526
75.7665,68.8495,87.3569,526
76.7671,61.9211,87.3569,526
46.7608,87.9026,82.622,526
47.2611,87.0365,82.622,526
46.2605,88.7686,82.622,526
45.7601,89.6347,82.622,526
47.2611,88.7686,82.622,526
46.7608,89.6347,82.622,526
45.7601,91.3668,82.622,526
46.2605,90.5007,82.622,526
47.2611,85.3044,82.622,526
46.2605,87.0365,82.622,526
46.7608,86.1705,82.622,526
45.7601,87.9026,82.622,526
67.2649,67.9834,85.4218,526
68.2656,66.2513,85.4218,526
67.7652,67.1174,85.4218,526
66.7646,68.8495,85.4218,526
66.7646,77.51,85.4218,526
67.7652,75.7779,85.4218,526
67.2649,78.376,85.4218,526
66.7646,79.2421,85.4218,526
70.7659,70.5816,86.2417,526
69.7652,72.3137,86.2417,526
71.2662,69.7155,86.2417,526
70.2656,71.4476,86.2417,526
70.7659,65.3853,86.2417,526
71.2662,64.5192,86.2417,526
70.2656,66.2513,86.2417,526
69.7652,67.1174,86.2417,526
95.771,53.2606,90.9878,526
96.7716,51.5284,90.9878,526
69.7652,75.7779,86.2417,526
95.2707,54.1266,90.9878,526
72.7659,70.5816,87.1533,526
96.2713,52.3945,90.9878,526
74.2668,67.9834,87.1533,526
73.7665,68.8495,87.1533,526
99.7716,51.5284,92.275,526
73.2662,69.7155,87.1533,526
100.272,52.3945,92.275,526
72.7659,65.3853,87.1533,526
73.2662,64.5192,87.1533,526
96.2713,54.1266,90.9878,526
99.7716,53.2606,92.275,526
96.771,53.2606,91.839,526
97.7716,51.5284,91.839,526
97.2713,52.3945,91.839,526
95.2707,55.8587,90.9878,526
97.2713,54.1266,91.839,526
95.771,54.9927,90.9878,526
98.2719,52.3945,91.839,526
96.7716,53.2606,90.9878,526
96.771,54.9927,91.839,526
97.7716,53.2606,91.839,526
86.7691,61.9211,89.1818,526
87.7697,60.189,89.1818,526
86.2687,62.7871,89.1818,526
87.2694,61.055,89.1818,526
86.2687,61.055,89.1818,526
84.7691,61.9211,88.7272,526
87.2694,59.3229,89.1818,526
83.2681,64.5192,88.7272,526
84.2687,62.7871,88.7272,526
84.2687,61.055,88.7272,526
83.7684,61.9211,88.7272,526
84.7691,60.189,88.7272,526
86.7691,60.189,89.1818,526
91.27,55.8587,90.1878,526
90.7697,56.7248,90.1878,526
91.7703,54.9927,90.1878,526
92.2707,54.1266,90.1878,526
90.7697,60.189,90.1878,526
91.7703,58.4569,90.1878,526
91.7703,56.7248,90.1878,526
94.771,53.2606,90.8311,526
91.27,57.5908,90.1878,526
92.2707,55.8587,90.1878,526
93.7703,54.9927,90.8311,526
94.2707,54.1266,90.8311,526
95.2713,52.3945,90.8311,526
95.2713,54.1266,90.8311,526
93.7703,56.7248,90.8311,526
94.2707,55.8587,90.8311,526
94.771,54.9927,90.8311,526
90.27,55.8587,89.9972,526
89.7697,56.7248,89.9972,526
90.7703,54.9927,89.9972,526
89.7697,60.189,89.9972,526
89.2694,61.055,89.9972,526
90.7703,58.4569,89.9972,526
89.2694,59.3229,89.9972,526
90.7703,56.7248,89.9972,526
90.27,57.5908,89.9972,526
93.771,53.2606,90.8081,526
92.27,55.8587,90.8081,526
92.7703,54.9927,90.8081,526
93.2707,54.1266,90.8081,526
92.7703,58.4569,90.8081,526
92.7703,56.7248,90.8081,526
92.27,57.5908,90.8081,526
93.2707,55.8587,90.8081,526
93.771,54.9927,90.8081,526
98.7716,51.5284,91.9072,526
98.2713,52.3945,91.9072,526
98.2713,54.1266,91.9072,526
99.2719,52.3945,91.9072,526
98.7716,53.2606,91.9072,526
73.2662,92.2328,83.8936,540
73.7665,91.3668,83.8936,540
72.7659,93.0989,83.8936,540
72.7659,91.3668,83.8936,540
73.2662,90.5007,83.8936,540
72.7659,89.6347,83.8936,540
71.2656,93.9649,83.4683,540
72.2662,92.2328,83.4683,540
72.7665,91.3668,83.4683,540
71.7659,93.0989,83.4683,540
71.7659,91.3668,83.4683,540
72.2662,90.5007,83.4683,540
71.2656,92.2328,83.4683,540
71.2656,90.5007,83.4683,540
71.7659,89.6347,83.4683,540
70.2656,93.9649,83.1027,540
71.2662,92.2328,83.1027,540
69.7652,94.831,83.1027,540
70.7659,93.0989,83.1027,540
69.7652,93.0989,83.1027,540
70.7659,91.3668,83.1027,540
71.2662,90.5007,83.1027,540
70.2656,92.2328,83.1027,540
70.2656,90.5007,83.1027,540
70.7659,89.6347,83.1027,540
69.7652,91.3668,83.1027,540
69.7652,87.9026,83.1027,540
68.2649,87.0365,82.6629,540
69.2656,93.9649,82.6629,540
68.2649,95.697,82.6629,540
68.7652,94.831,82.6629,540
69.7659,93.0989,82.6629,540
68.7652,93.0989,82.6629,540
69.7659,91.3668,82.6629,540
68.2649,93.9649,82.6629,540
69.2656,92.2328,82.6629,540
68.2649,92.2328,82.6629,540
69.2656,90.5007,82.6629,540
69.7659,89.6347,82.6629,540
68.7652,91.3668,82.6629,540
68.2649,88.7686,82.6629,540
68.7652,87.9026,82.6629,540
66.7646,87.9026,83.1675,540
67.2649,87.0365,83.1675,540
68.2656,93.9649,83.1675,540
67.2649,95.697,83.1675,540
67.7652,94.831,83.1675,540
67.7652,93.0989,83.1675,540
66.7646,94.831,83.1675,540
67.2649,93.9649,83.1675,540
68.2656,92.2328,83.1675,540
67.2649,92.2328,83.1675,540
68.2656,90.5007,83.1675,540
66.7646,93.0989,83.1675,540
67.7652,91.3668,83.1675,540
67.2649,88.7686,83.1675,540
67.7652,87.9026,83.1675,540
66.7646,89.6347,83.1675,540
66.7646,86.1705,83.1675,540
56.263,7.35986,113.46,546
55.2624,9.09196,113.46,546
55.7627,8.22591,113.46,546
70.2656,-1.30065,128.036,546
69.7652,-0.434599,128.036,546
70.7659,-2.1667,128.036,546
71.2662,-3.03275,128.036,546
44.2605,10.8241,97.51,546
43.7601,11.6901,97.51,546
43.2598,12.5562,97.51,546
42.7595,13.4222,97.51,546
36.2586,21.2167,89.6996,546
66.7652,8.22591,123.699,546
42.7601,11.6901,95.7961,546
42.2598,12.5562,95.7961,546
41.2592,14.2883,95.7961,546
41.7595,13.4222,95.7961,546
54.2624,9.09196,110.167,546
54.7627,8.22591,110.167,546
50.2617,14.2883,104.147,546
53.2624,12.5562,105.587,546
52.7621,13.4222,105.587,546
52.2617,14.2883,105.587,546
25.7563,13.4222,80.8263,546
24.7557,15.1543,80.8263,546
24.7563,13.4222,80.6089,546
23.7557,15.1543,80.6089,546
23.2554,16.0204,80.6089,546
35.2586,21.2167,88.0866,546
27.7563,13.4222,82.371,546
28.2566,16.0204,82.371,546
28.757,15.1543,82.371,546
27.7563,16.8864,82.371,546
31.7576,13.4222,85.2333,546
30.757,15.1543,85.2333,546
26.7563,13.4222,81.4734,546
27.2566,16.0204,81.4734,546
27.757,15.1543,81.4734,546
26.7563,16.8864,81.4734,546
26.256,17.7525,81.4734,546
29.2566,16.0204,83.9562,546
30.7576,13.4222,83.9562,546
29.757,15.1543,83.9562,546
41.2598,12.5562,94.4682,546
40.2592,14.2883,94.4682,546
40.7595,13.4222,94.4682,546
71.2656,-1.30065,129.176,546
71.7659,-2.1667,129.176,546
72.2662,-3.03275,129.176,546
72.7665,-3.8988,129.176,546
7.25219,5.62776,81.7363,554
8.25283,3.89565,81.7363,554
7.75251,4.76171,81.7363,554
8.25283,2.16355,81.7363,554
6.75188,4.76171,81.7363,554
7.75251,3.0296,81.7363,554
7.25219,3.89565,81.7363,554
10.7531,3.0296,82.8087,554
10.2528,3.89565,82.8087,554
11.2535,2.16355,82.8087,554
9.75251,4.76171,82.8087,554
10.2528,2.16355,82.8087,554
9.75251,3.0296,82.8087,554
10.7531,1.2975,82.8087,554
11.2535,0.431452,82.8087,554
11.2535,3.89565,82.8087,554
10.2528,5.62776,82.8087,554
12.7531,3.0296,83.4266,554
13.2535,2.16355,83.4266,554
13.7538,1.2975,83.4266,554
13.7538,-0.434599,83.4266,554
12.7531,1.2975,83.4266,554
13.2535,0.431452,83.4266,554
14.2541,-1.30065,83.4266,554
13.2535,3.89565,83.4266,554
13.7538,3.0296,83.4266,554
14.2541,2.16355,83.4266,554
16.7544,6.49381,84.3633,554
16.7544,1.2975,84.3633,554
15.7538,3.0296,84.3633,554
16.2541,2.16355,84.3633,554
17.2547,0.431452,84.3633,554
20.2554,3.89565,84.8167,554
18.7544,6.49381,84.8167,554
19.7551,4.76171,84.8167,554
19.7551,-0.434599,84.8167,554
18.7544,1.2975,84.8167,554
20.2554,-1.30065,84.8167,554
19.2547,0.431452,84.8167,554
25.256,2.16355,86.2456,554
25.7563,1.2975,86.2456,554
26.2566,0.431452,86.2456,554
24.7557,3.0296,86.2456,554
23.256,2.16355,85.9561,554
22.2554,3.89565,85.9561,554
21.7551,4.76171,85.9561,554
22.7557,3.0296,85.9561,554
21.7551,-0.434599,85.9561,554
22.2554,-1.30065,85.9561,554
22.7557,-2.1667,85.9561,554
23.256,-3.03275,85.9561,554
26.256,2.16355,86.8108,554
26.7563,1.2975,86.8108,554
29.2566,0.431452,87.428,554
27.2566,0.431452,86.8108,554
27.757,-0.434599,86.8108,554
29.757,-0.434599,87.428,554
30.7576,-2.1667,87.428,554
30.2573,-1.30065,87.428,554
24.256,2.16355,85.7169,554
23.2554,3.89565,85.7169,554
24.7563,1.2975,85.7169,554
23.7557,3.0296,85.7169,554
