x,y,z,entry_nr
44.2605,24.6809,81.5555,26
43.2598,26.413,81.5555,26
43.7601,25.5469,81.5555,26
42.7595,22.0827,81.5555,26
43.7601,20.3506,81.5555,26
44.2605,29.8772,81.5555,26
43.7601,29.0111,81.5555,26
43.2598,28.1451,81.5555,26
43.7601,27.279,81.5555,26
44.2605,26.413,81.5555,26
40.7595,27.279,81.4149,26
41.2598,26.413,81.4149,26
40.7595,22.0827,81.4149,26
39.7589,23.8148,81.4149,26
40.2592,22.9488,81.4149,26
39.7589,20.3506,81.4149,26
40.2592,21.2167,81.4149,26
41.2598,28.1451,81.4149,26
72.7659,34.2074,84.6902,26
73.7665,32.4753,84.6902,26
73.2662,33.3414,84.6902,26
73.7665,35.9395,84.6902,26
74.2668,35.0735,84.6902,26
72.7659,30.7432,84.6902,26
74.2668,36.8056,84.6902,26
75.7665,32.4753,84.8657,26
75.7665,35.9395,84.8657,26
76.7671,34.2074,84.8657,26
76.2668,35.0735,84.8657,26
76.2668,36.8056,84.8657,26
77.2675,35.0735,84.8657,26
76.7671,35.9395,84.8657,26
82.2681,40.2698,85.5174,26
83.2687,38.5377,85.5174,26
82.7684,39.4037,85.5174,26
82.2681,33.3414,85.5174,26
29.2573,21.2167,80.8239,26
28.757,20.3506,80.8239,26
29.2573,19.4846,80.8239,26
28.757,15.1543,80.8239,26
27.7563,16.8864,80.8239,26
28.2566,16.0204,80.8239,26
25.256,17.7525,81.2931,26
25.7563,16.8864,81.2931,26
26.2566,16.0204,81.2931,26
83.2681,40.2698,85.7409,26
84.2687,38.5377,85.7409,26
83.7684,39.4037,85.7409,26
83.2681,33.3414,85.7409,26
27.757,20.3506,81.3871,26
26.256,17.7525,81.3871,26
27.757,15.1543,81.3871,26
26.7563,16.8864,81.3871,26
27.2566,16.0204,81.3871,26
71.2656,19.4846,82.9238,34
71.2656,24.6809,82.9238,34
72.2662,22.9488,82.9238,34
72.7665,22.0827,82.9238,34
71.7659,23.8148,82.9238,34
71.7659,25.5469,82.9238,34
72.7665,23.8148,82.9238,34
72.2662,24.6809,82.9238,34
71.7659,22.0827,82.9238,34
72.2662,21.2167,82.9238,34
71.2656,22.9488,82.9238,34
68.7652,20.3506,84.0951,34
69.2656,19.4846,84.0951,34
68.2649,21.2167,84.0951,34
69.2656,24.6809,84.0951,34
69.7659,23.8148,84.0951,34
68.2649,26.413,84.0951,34
69.7659,25.5469,84.0951,34
68.7652,27.279,84.0951,34
68.7652,23.8148,84.0951,34
69.7659,22.0827,84.0951,34
69.2656,22.9488,84.0951,34
66.7646,22.0827,84.2971,34
67.7652,20.3506,84.2971,34
68.2656,19.4846,84.2971,34
67.2649,21.2167,84.2971,34
68.2656,24.6809,84.2971,34
67.2649,26.413,84.2971,34
67.7652,27.279,84.2971,34
67.7652,23.8148,84.2971,34
68.2656,22.9488,84.2971,34
66.7646,25.5469,84.2971,34
69.7652,20.3506,83.6182,34
70.2656,19.4846,83.6182,34
70.2656,24.6809,83.6182,34
71.2662,22.9488,83.6182,34
70.7659,23.8148,83.6182,34
70.7659,25.5469,83.6182,34
71.2662,24.6809,83.6182,34
69.7652,27.279,83.6182,34
69.7652,23.8148,83.6182,34
70.7659,22.0827,83.6182,34
71.2662,21.2167,83.6182,34
70.2656,22.9488,83.6182,34
73.2662,22.9488,82.2257,34
73.7665,22.0827,82.2257,34
72.7659,23.8148,82.2257,34
72.7659,25.5469,82.2257,34
73.7665,23.8148,82.2257,34
74.2668,22.9488,82.2257,34
73.2662,24.6809,82.2257,34
72.7659,22.0827,82.2257,34
73.2662,21.2167,82.2257,34
74.7665,29.0111,84.0133,35
74.2662,31.6093,84.0133,35
75.2668,29.8772,84.0133,35
74.2662,28.1451,84.0133,35
75.7665,29.0111,83.6656,35
76.2668,29.8772,83.6656,35
72.7659,30.7432,84.8018,35
73.7665,29.0111,84.8018,35
73.2662,31.6093,84.8018,35
74.2668,29.8772,84.8018,35
72.7659,32.4753,84.8018,35
73.2662,28.1451,84.8018,35
70.2656,29.8772,87.2973,35
71.2662,28.1451,87.2973,35
69.7652,30.7432,87.2973,35
70.2656,28.1451,87.2973,35
67.2649,26.413,89.6995,35
67.7652,27.279,89.6995,35
68.2656,28.1451,89.6995,35
66.7646,30.7432,89.6995,35
67.2649,29.8772,89.6995,35
63.764,23.8148,92.7144,35
64.7646,22.0827,92.7144,35
59.7633,18.6185,95.6188,35
60.764,23.8148,95.6188,35
60.7633,18.6185,97.1393,35
62.764,23.8148,94.2548,35
63.7646,22.0827,94.2548,35
66.2649,26.413,91.1737,35
66.7652,27.279,91.1737,35
66.7652,23.8148,91.1737,35
65.7646,22.0827,91.1737,35
69.2656,29.8772,88.5138,35
68.2649,31.6093,88.5138,35
68.7652,30.7432,88.5138,35
68.2649,26.413,88.5138,35
68.7652,27.279,88.5138,35
69.7659,25.5469,88.5138,35
69.2656,28.1451,88.5138,35
68.2649,29.8772,88.5138,35
71.7659,30.7432,85.942,35
72.7665,29.0111,85.942,35
71.2656,31.6093,85.942,35
72.2662,31.6093,85.942,35
71.2656,33.3414,85.942,35
71.7659,32.4753,85.942,35
71.2656,29.8772,85.942,35
72.2662,28.1451,85.942,35
71.2656,28.1451,85.942,35
77.2668,29.8772,83.5207,35
101.272,40.2698,85.0491,41
102.273,38.5377,85.0491,41
102.773,37.6716,85.0491,41
101.772,39.4037,85.0491,41
101.772,35.9395,85.0491,41
102.273,35.0735,85.0491,41
101.772,37.6716,85.0491,41
102.273,36.8056,85.0491,41
102.773,35.9395,85.0491,41
101.272,38.5377,85.0491,41
100.272,40.2698,84.4752,41
101.273,38.5377,84.4752,41
100.772,39.4037,84.4752,41
99.7716,41.1358,84.4752,41
100.772,35.9395,84.4752,41
101.272,35.0735,85.0491,41
101.273,35.0735,84.4752,41
99.7716,37.6716,84.4752,41
99.7716,39.4037,84.4752,41
100.772,37.6716,84.4752,41
101.273,36.8056,84.4752,41
100.272,38.5377,84.4752,41
101.772,34.2074,85.0491,41
99.7716,35.9395,84.4752,41
100.272,35.0735,84.4752,41
100.772,34.2074,84.4752,41
101.272,33.3414,85.0491,41
99.7716,34.2074,84.4752,41
100.272,33.3414,84.4752,41
96.771,42.8679,83.3305,41
98.2719,40.2698,83.3305,41
97.7716,41.1358,83.3305,41
97.2713,42.0019,83.3305,41
97.2713,38.5377,83.3305,41
97.7716,37.6716,83.3305,41
96.771,39.4037,83.3305,41
97.7716,39.4037,83.3305,41
98.2719,38.5377,83.3305,41
97.2713,40.2698,83.3305,41
96.771,41.1358,83.3305,41
96.771,37.6716,83.3305,41
97.7716,35.9395,83.3305,41
98.2719,35.0735,83.3305,41
97.2713,36.8056,83.3305,41
97.7716,34.2074,83.3305,41
98.2719,33.3414,83.3305,41
96.771,35.9395,83.3305,41
92.2707,43.734,83.5276,41
91.7703,44.6,83.5276,41
91.7703,41.1358,83.5276,41
91.27,42.0019,83.5276,41
93.771,42.8679,82.7364,41
93.2707,43.734,82.7364,41
92.7703,44.6,82.7364,41
92.7703,41.1358,82.7364,41
92.2707,40.2698,83.5276,41
92.27,42.0019,82.7364,41
90.7697,42.8679,83.5276,41
93.771,39.4037,82.7364,41
93.2707,40.2698,82.7364,41
92.2707,42.0019,83.5276,41
93.2707,42.0019,82.7364,41
91.7703,42.8679,83.5276,41
92.7703,42.8679,82.7364,41
93.771,41.1358,82.7364,41
92.27,43.734,82.7364,41
92.27,31.6093,82.7364,41
92.7703,30.7432,82.7364,41
93.2707,29.8772,82.7364,41
92.27,40.2698,82.7364,41
93.771,37.6716,82.7364,41
93.2707,38.5377,82.7364,41
92.7703,39.4037,82.7364,41
93.2707,36.8056,82.7364,41
93.771,35.9395,82.7364,41
91.27,43.734,83.5276,41
92.7703,37.6716,82.7364,41
92.27,38.5377,82.7364,41
91.27,31.6093,83.5276,41
91.7703,30.7432,83.5276,41
92.2707,29.8772,83.5276,41
90.7697,32.4753,83.5276,41
91.27,40.2698,83.5276,41
90.7697,41.1358,83.5276,41
92.2707,38.5377,83.5276,41
91.7703,39.4037,83.5276,41
90.7697,39.4037,83.5276,41
92.2707,36.8056,83.5276,41
91.7703,37.6716,83.5276,41
91.27,38.5377,83.5276,41
89.27,42.0019,83.5221,41
88.7697,42.8679,83.5221,41
89.27,43.734,83.5221,41
88.2694,33.3414,83.5221,41
89.27,31.6093,83.5221,41
88.7697,32.4753,83.5221,41
87.7691,34.2074,83.5221,41
89.27,40.2698,83.5221,41
88.7697,41.1358,83.5221,41
88.2694,42.0019,83.5221,41
88.7697,39.4037,83.5221,41
88.2694,40.2698,83.5221,41
89.27,38.5377,83.5221,41
87.7691,41.1358,83.5221,41
90.7703,44.6,84.1243,41
90.7703,41.1358,84.1243,41
90.27,42.0019,84.1243,41
89.7697,42.8679,84.1243,41
90.7703,42.8679,84.1243,41
90.27,43.734,84.1243,41
89.2694,33.3414,84.1243,41
90.27,31.6093,84.1243,41
90.7703,30.7432,84.1243,41
89.7697,32.4753,84.1243,41
90.27,40.2698,84.1243,41
89.7697,41.1358,84.1243,41
90.7703,39.4037,84.1243,41
89.2694,42.0019,84.1243,41
89.7697,39.4037,84.1243,41
89.2694,40.2698,84.1243,41
90.7703,37.6716,84.1243,41
90.27,38.5377,84.1243,41
99.2719,40.2698,83.8579,41
99.7722,39.4037,83.8579,41
98.7716,41.1358,83.8579,41
98.2713,42.0019,83.8579,41
98.2713,38.5377,83.8579,41
99.7722,35.9395,83.8579,41
98.7716,37.6716,83.8579,41
98.7716,39.4037,83.8579,41
99.7722,37.6716,83.8579,41
99.2719,38.5377,83.8579,41
98.2713,40.2698,83.8579,41
98.7716,35.9395,83.8579,41
99.2719,35.0735,83.8579,41
99.7722,34.2074,83.8579,41
98.2713,36.8056,83.8579,41
98.7716,34.2074,83.8579,41
99.2719,33.3414,83.8579,41
103.273,38.5377,84.6728,41
103.773,37.6716,84.6728,41
104.273,36.8056,84.6728,41
102.772,39.4037,84.6728,41
102.772,35.9395,84.6728,41
103.273,35.0735,84.6728,41
102.772,37.6716,84.6728,41
103.273,36.8056,84.6728,41
103.773,35.9395,84.6728,41
102.772,34.2074,84.6728,41
95.771,42.8679,82.9867,41
95.2707,43.734,82.9867,41
96.7716,41.1358,82.9867,41
96.2713,42.0019,82.9867,41
96.2713,38.5377,82.9867,41
96.7716,37.6716,82.9867,41
95.771,39.4037,82.9867,41
95.2707,40.2698,82.9867,41
95.2707,42.0019,82.9867,41
96.7716,39.4037,82.9867,41
96.2713,40.2698,82.9867,41
95.771,41.1358,82.9867,41
95.2707,29.8772,82.9867,41
95.771,37.6716,82.9867,41
96.7716,35.9395,82.9867,41
96.2713,36.8056,82.9867,41
95.2707,38.5377,82.9867,41
95.2707,36.8056,82.9867,41
96.7716,34.2074,82.9867,41
95.771,35.9395,82.9867,41
94.771,42.8679,82.9655,41
94.2707,43.734,82.9655,41
95.2713,42.0019,82.9655,41
93.7703,44.6,82.9655,41
93.7703,41.1358,82.9655,41
95.2713,38.5377,82.9655,41
94.771,39.4037,82.9655,41
94.2707,40.2698,82.9655,41
94.2707,42.0019,82.9655,41
93.7703,42.8679,82.9655,41
95.2713,40.2698,82.9655,41
94.771,41.1358,82.9655,41
93.7703,30.7432,82.9655,41
94.2707,29.8772,82.9655,41
94.771,37.6716,82.9655,41
95.2713,36.8056,82.9655,41
94.2707,38.5377,82.9655,41
93.7703,39.4037,82.9655,41
94.2707,36.8056,82.9655,41
94.771,35.9395,82.9655,41
93.7703,37.6716,82.9655,41
69.2656,5.62776,87.4941,55
41.7595,11.6901,97.5308,55
42.2598,3.89565,97.5308,55
42.7601,3.0296,97.5308,55
41.7595,4.76171,97.5308,55
47.2605,2.16355,94.4351,55
48.2611,3.89565,94.4351,55
47.2605,5.62776,94.4351,55
47.7608,4.76171,94.4351,55
48.7614,8.22591,94.4351,55
46.2605,2.16355,95.8299,55
45.7601,3.0296,95.8299,55
46.7608,6.49381,95.8299,55
46.2605,7.35986,95.8299,55
47.2611,3.89565,95.8299,55
46.2605,5.62776,95.8299,55
46.7608,4.76171,95.8299,55
45.7601,6.49381,95.8299,55
75.7671,6.49381,86.8711,55
75.2668,2.16355,86.8711,55
74.2662,3.89565,86.8711,55
74.7665,3.0296,86.8711,55
42.7595,11.6901,97.0668,55
44.2605,2.16355,97.0668,55
43.2598,3.89565,97.0668,55
43.7601,3.0296,97.0668,55
42.7595,4.76171,97.0668,55
44.2605,7.35986,97.0668,55
44.2605,5.62776,97.0668,55
43.7601,6.49381,97.0668,55
29.757,6.49381,100.933,55
29.2566,7.35986,100.933,55
30.2573,5.62776,100.933,55
30.7576,4.76171,100.933,55
29.757,9.95801,100.933,55
30.7576,8.22591,100.933,55
30.2573,9.09196,100.933,55
29.2566,5.62776,100.933,55
29.757,4.76171,100.933,55
30.2573,3.89565,100.933,55
74.2668,2.16355,87.6524,55
73.2662,3.89565,87.6524,55
73.7665,3.0296,87.6524,55
82.2681,3.89565,85.1467,55
81.7678,4.76171,85.1467,55
82.7684,3.0296,85.1467,55
30.757,6.49381,100.451,55
31.2573,5.62776,100.451,55
31.7576,4.76171,100.451,55
30.757,9.95801,100.451,55
31.7576,8.22591,100.451,55
31.2573,9.09196,100.451,55
32.2579,7.35986,100.451,55
30.757,4.76171,100.451,55
31.2573,3.89565,100.451,55
9.75251,27.279,83.1962,59
9.75251,32.4753,83.1962,59
10.2528,31.6093,83.1962,59
10.7531,30.7432,83.1962,59
10.7531,34.2074,83.1962,59
11.2535,33.3414,83.1962,59
10.2528,33.3414,83.1962,59
10.7531,32.4753,83.1962,59
11.2535,31.6093,83.1962,59
8.75251,27.279,84.3886,59
8.75251,32.4753,84.3886,59
9.25283,31.6093,84.3886,59
9.75315,30.7432,84.3886,59
9.75315,34.2074,84.3886,59
13.7538,35.9395,82.2388,59
14.2541,35.0735,82.2388,59
12.7531,30.7432,82.2388,59
12.7531,34.2074,82.2388,59
13.2535,33.3414,82.2388,59
13.7538,32.4753,82.2388,59
12.7531,32.4753,82.2388,59
13.2535,31.6093,82.2388,59
12.7538,35.9395,82.424,59
12.7538,34.2074,82.424,59
11.2528,31.6093,82.424,59
11.7531,30.7432,82.424,59
11.7531,34.2074,82.424,59
12.2535,33.3414,82.424,59
12.7538,32.4753,82.424,59
11.2528,33.3414,82.424,59
11.7531,32.4753,82.424,59
12.2535,31.6093,82.424,59
16.7544,37.6716,82.2262,59
17.2547,36.8056,82.2262,59
15.7538,35.9395,82.2262,59
16.2541,35.0735,82.2262,59
16.7544,34.2074,82.2262,59
15.7538,34.2074,82.2262,59
16.2541,33.3414,82.2262,59
16.7544,32.4753,82.2262,59
15.7538,32.4753,82.2262,59
15.7544,37.6716,81.9995,59
14.7538,35.9395,81.9995,59
15.2541,35.0735,81.9995,59
15.7544,34.2074,81.9995,59
14.2535,33.3414,81.9995,59
14.7538,32.4753,81.9995,59
14.2535,31.6093,81.9995,59
18.7544,37.6716,82.9629,59
19.2547,36.8056,82.9629,59
19.7551,35.9395,82.9629,59
18.7544,34.2074,82.9629,59
18.7544,32.4753,82.9629,59
8.25283,28.1451,87.6018,59
6.75188,25.5469,87.6018,59
10.7531,49.7963,83.9295,73
10.2528,50.6624,83.9295,73
11.2535,48.9303,83.9295,73
9.75251,48.0642,83.9295,73
10.7531,46.3321,83.9295,73
11.2535,45.4661,83.9295,73
10.2528,47.1982,83.9295,73
10.2528,48.9303,83.9295,73
9.75251,49.7963,83.9295,73
11.2535,47.1982,83.9295,73
10.7531,48.0642,83.9295,73
11.2535,50.6624,83.9295,73
10.7531,51.5284,83.9295,73
10.2528,45.4661,83.9295,73
10.7531,44.6,83.9295,73
9.75251,46.3321,83.9295,73
11.2535,43.734,83.9295,73
11.7531,49.7963,83.8758,73
11.2528,50.6624,83.8758,73
12.7538,48.0642,83.8758,73
12.2535,48.9303,83.8758,73
11.7531,46.3321,83.8758,73
12.2535,45.4661,83.8758,73
11.2528,47.1982,83.8758,73
12.7538,44.6,83.8758,73
11.2528,48.9303,83.8758,73
12.2535,47.1982,83.8758,73
12.7538,46.3321,83.8758,73
11.7531,48.0642,83.8758,73
12.2535,50.6624,83.8758,73
11.7531,51.5284,83.8758,73
12.7538,49.7963,83.8758,73
11.2528,45.4661,83.8758,73
11.7531,44.6,83.8758,73
12.2535,43.734,83.8758,73
12.7538,42.8679,83.8758,73
14.7538,48.0642,83.7225,73
15.2541,47.1982,83.7225,73
14.2535,48.9303,83.7225,73
15.7544,46.3321,83.7225,73
14.2535,45.4661,83.7225,73
15.7544,42.8679,83.7225,73
14.7538,44.6,83.7225,73
15.2541,43.734,83.7225,73
14.2535,47.1982,83.7225,73
14.7538,46.3321,83.7225,73
15.2541,45.4661,83.7225,73
15.7544,44.6,83.7225,73
14.2535,50.6624,83.7225,73
15.2541,48.9303,83.7225,73
15.7544,48.0642,83.7225,73
14.7538,49.7963,83.7225,73
15.2541,42.0019,83.7225,73
14.2535,43.734,83.7225,73
14.7538,42.8679,83.7225,73
15.7544,41.1358,83.7225,73
17.2541,47.1982,84.0487,73
18.7551,44.6,84.0487,73
17.7544,46.3321,84.0487,73
18.2547,45.4661,84.0487,73
17.7544,42.8679,84.0487,73
17.2541,43.734,84.0487,73
18.2547,42.0019,84.0487,73
18.2547,43.734,84.0487,73
17.2541,45.4661,84.0487,73
17.7544,44.6,84.0487,73
18.7551,42.8679,84.0487,73
17.2541,48.9303,84.0487,73
17.7544,48.0642,84.0487,73
18.2547,47.1982,84.0487,73
18.7551,46.3321,84.0487,73
17.2541,42.0019,84.0487,73
17.7544,41.1358,84.0487,73
12.7531,49.7963,83.8929,73
13.7538,48.0642,83.8929,73
14.2541,47.1982,83.8929,73
13.2535,48.9303,83.8929,73
12.7531,46.3321,83.8929,73
13.2535,45.4661,83.8929,73
13.7538,44.6,83.8929,73
14.2541,43.734,83.8929,73
13.2535,47.1982,83.8929,73
13.7538,46.3321,83.8929,73
12.7531,48.0642,83.8929,73
14.2541,45.4661,83.8929,73
13.2535,50.6624,83.8929,73
12.7531,51.5284,83.8929,73
14.2541,48.9303,83.8929,73
13.7538,49.7963,83.8929,73
12.7531,44.6,83.8929,73
14.2541,42.0019,83.8929,73
13.2535,43.734,83.8929,73
13.7538,42.8679,83.8929,73
15.7538,48.0642,83.9688,73
16.2541,47.1982,83.9688,73
16.7544,46.3321,83.9688,73
17.2547,45.4661,83.9688,73
16.7544,42.8679,83.9688,73
15.7538,44.6,83.9688,73
16.2541,43.734,83.9688,73
17.2547,42.0019,83.9688,73
15.7538,46.3321,83.9688,73
17.2547,43.734,83.9688,73
16.2541,45.4661,83.9688,73
16.7544,44.6,83.9688,73
16.2541,48.9303,83.9688,73
16.7544,48.0642,83.9688,73
15.7538,49.7963,83.9688,73
17.2547,47.1982,83.9688,73
16.2541,42.0019,83.9688,73
15.7538,42.8679,83.9688,73
16.7544,41.1358,83.9688,73
19.7551,44.6,83.8291,73
18.7544,46.3321,83.8291,73
19.2547,45.4661,83.8291,73
20.2554,43.734,83.8291,73
18.7544,42.8679,83.8291,73
19.2547,42.0019,83.8291,73
19.2547,43.734,83.8291,73
18.7544,44.6,83.8291,73
19.7551,42.8679,83.8291,73
18.7544,48.0642,83.8291,73
20.2554,45.4661,83.8291,73
19.2547,47.1982,83.8291,73
19.7551,46.3321,83.8291,73
18.7544,41.1358,83.8291,73
46.2605,26.413,85.7886,93
45.7601,27.279,85.7886,93
46.7608,25.5469,85.7886,93
46.7608,27.279,85.7886,93
46.2605,28.1451,85.7886,93
47.2611,26.413,85.7886,93
45.7601,29.0111,85.7886,93
39.7595,29.0111,87.8654,93
38.7589,30.7432,87.8654,93
38.2586,31.6093,87.8654,93
39.2592,28.1451,87.8654,93
39.7595,27.279,87.8654,93
38.2586,29.8772,87.8654,93
39.7595,32.4753,87.8654,93
39.2592,33.3414,87.8654,93
38.7589,34.2074,87.8654,93
